aprilstory,保密,射手座,11691,5897,202,4.8,2,2016/10/19 16:08
Oilily,女,天秤座,98,10,110,0.7,0,2018/1/15 12:24
kzw,保密,保密,76,1,107,1,0,2018/1/13 10:01
Borisqi,男,双鱼座,4,1,108,0,0,2018/1/14 9:52
yaogogo,女,射手座,2284,106,403,2.8,0,2018/1/25 10:34
Pato,男,金牛座,1659,315,543,3.2,0,2017/9/26 9:43
XuBing,女,处女座,3,0,24,0,0,2018/1/20 8:11
qwertyuio,男,金牛座,75,0,22,0.1,0,2018/1/18 8:31
FlorenceZ,女,金牛座,3,0,13,0,0,2018/1/9 9:39
cm,男,巨蟹座,232,6,110,1.1,0,2018/1/15 16:32
pkudazongzi,男,摩羯座,147,1,118,0.7,0,2018/1/24 11:07
George,男,射手座,3100,1242,435,3.9,0,2017/6/9 13:24
wugongqingq,男,双鱼座,898,148,364,2.9,0,2018/1/24 10:06
yangzeku,男,天蝎座,491,11,655,2.2,0,2018/1/15 20:31
iual,男,保密,881,2,364,1.1,0,2018/1/25 10:03
TiSaluto,女,处女座,426,64,419,2.6,0,2017/5/24 21:37
hiegg,女,牡羊座,54,6,117,0.4,0,2018/1/22 12:28
wyz,保密,保密,4,0,21,0,0,2018/1/16 20:54
huakai,女,射手座,813,16,333,2.2,0,2017/2/27 15:49
shjpku,男,保密,1542,1682,509,4,0,2018/1/24 18:05
shaoyixian,男,狮子座,7,0,28,0.1,0,2017/10/26 9:00
pipidad,男,保密,2,0,14,0,0,2018/1/10 7:56
biubiubiu,女,天蝎座,195,7,125,2.1,0,2016/9/19 13:44
freecy,男,保密,7449,38402,999,9.2,0,2009/12/28 12:48
Assassinnnnn,保密,保密,103,2,119,0.1,0,2018/1/25 9:19
jiangqanru,女,天秤座,649,4,454,2,0,2017/12/10 15:58
APTXhy,男,保密,26,2,114,0.3,0,2018/1/20 10:07
sofarsogood,女,天蝎座,663,40,556,2.5,0,2017/10/9 10:55
tongjingming,男,天蝎座,487,240,281,3.1,0,2017/1/6 21:32
marble,女,摩羯座,275,3,74,1.6,0,2017/12/10 16:56
lovepku,保密,保密,425,538,999,6.4,0,2009/1/26 9:56
kathyy,女,金牛座,1321,33,456,2.4,0,2017/6/30 12:08
chnlkw,男,天蝎座,52,2,119,0,0,2018/1/25 0:18
Liyun,女,双鱼座,3273,644,402,3.5,0,2018/1/25 10:47
princejs,女,天秤座,2485,321,260,3.2,0,2016/12/16 15:05
muzi,女,天秤座,29,2,999,5,0,2016/12/15 13:04
pkuwz,男,射手座,1165,38,435,2.4,0,2018/1/11 12:02
didiaozuoren,男,巨蟹座,16,5,29,0.5,0,2017/10/26 21:56
yexiaoya,男,摩羯座,1872,548,164,3.5,0,2016/9/12 0:51
yeahcheng,女,牡羊座,1587,220,166,3,0,2016/9/14 0:06
sysiphus,保密,保密,3,0,21,0,0,2018/1/17 8:25
total,男,巨蟹座,512,424,299,3.3,0,2017/3/12 9:08
cjkwydzyj,女,天秤座,55,11,105,1.2,0,2018/1/11 0:26
lxdccyy,男,金牛座,118,3,120,2,0,2016/7/29 16:22
smallgyro,男,金牛座,458,683,507,3.6,1,2017/9/21 22:18
tenpercent,男,天蝎座,1312,12,650,2.2,0,2018/1/10 23:10
pkuzp,保密,射手座,2,0,27,0,0,2018/1/23 9:36
Bug,保密,保密,3637,4078,999,7.6,0,2011/10/15 23:58
darall,女,天秤座,538,204,664,3,0,2018/1/24 13:17
Exception,男,保密,313,213,112,1.4,0,2018/1/18 4:08
tonyking,男,保密,168,17,119,0.5,0,2018/1/25 11:31
dushang,女,保密,9,0,91,0.3,0,2017/12/28 9:45
wmxmichael,男,射手座,238,44,574,2.5,0,2017/10/26 19:03
zilentor,男,双鱼座,211,85,97,2.7,0,2016/7/6 21:29
lvbeibei,保密,保密,1,0,6,0,0,2018/1/2 8:22
meizhen,女,处女座,42,0,85,1.3,0,2017/12/21 23:04
shangguan,男,射手座,2,0,5,0,0,2018/1/1 8:58
pathwell,男,巨蟹座,2979,2013,224,4.1,1,2016/11/11 4:55
tianyu,男,天秤座,213,2,119,0.4,0,2018/1/24 15:03
chyb,女,双鱼座,618,41,258,2.5,0,2016/12/14 20:49
sailxu,男,射手座,2589,26,364,2.2,0,2018/1/25 0:25
VIVA,男,天秤座,25,0,118,0,0,2018/1/24 2:06
TT,保密,摩羯座,60,8,475,2.1,0,2017/9/2 23:08
OS,男,天蝎座,1551,486,329,3.4,1,2017/2/24 8:47
lehn,女,双子座,86,6,434,2.1,0,2018/1/10 15:25
phoenix,保密,水瓶座,1009,337,224,3.2,0,2016/11/10 13:10
jadky,男,牡羊座,530,48,68,2.5,0,2016/6/8 0:39
yanghe,男,摩羯座,3462,772,654,3.6,0,2018/1/14 17:02
sch,女,双鱼座,514,123,397,2.8,0,2017/5/3 9:40
vermouthma,女,水瓶座,131,7,250,2.1,0,2017/3/13 22:22
xuming,女,水瓶座,1083,228,622,3.1,1,2017/12/13 18:50
notprincess,保密,金牛座,75,2,103,0.2,0,2018/1/8 21:54
waves,男,保密,1042,8,586,2.1,0,2017/11/7 17:41
jia,女,水瓶座,101,0,103,0.2,0,2018/1/8 17:12
antique,男,射手座,1298,25,588,2.3,0,2017/11/9 16:28
gc,保密,金牛座,131,196,528,3,0,2017/9/10 18:10
kanfeng,男,保密,1,0,23,0,0,2018/1/19 8:34
Fwd,男,保密,81,20,116,0.5,0,2018/1/22 10:31
Graceup,女,双子座,8,2,76,0.1,0,2017/12/12 16:29
dendis,女,牡羊座,3483,364,179,3.3,0,2016/9/26 16:07
sp,保密,处女座,94,332,299,3.2,0,2017/1/24 19:43
Sour,男,保密,43,0,118,0.1,0,2018/1/24 7:51
bpdszxpddks,保密,保密,461,23,332,2.3,0,2017/2/26 23:43
aprileesen,女,牡羊座,2,0,28,0,0,2018/1/24 9:00
SD,男,天蝎座,1401,796,655,3.6,0,2018/1/15 14:56
guaiguai,男,双鱼座,6533,216,664,3,0,2018/1/25 10:13
churapika,男,天蝎座,1485,823,276,3.6,0,2017/1/1 21:04
spartkle,男,天蝎座,63,25,276,2.3,0,2017/4/6 12:30
JadeZ,女,金牛座,84,1,80,0.6,0,2017/12/16 18:01
Anagu,保密,保密,111,1,119,0.1,0,2018/1/25 10:06
Goingla,女,金牛座,14,0,40,0.2,0,2017/11/6 17:41
lahu,女,水瓶座,1010,555,649,3.5,0,2018/1/9 20:34
biubiubiubiu,保密,保密,50,0,119,0.3,0,2018/1/24 15:36
scl,男,牡羊座,1648,139,664,2.9,0,2018/1/25 11:45
RenalLS,男,保密,1510,9,120,1.9,0,2018/1/25 11:49
happy,男,牡羊座,114,42,107,1.3,0,2018/1/12 20:21
freshmorn,保密,水瓶座,1450,209,530,3,0,2017/9/13 10:05
blueblueroad,男,金牛座,952,16,471,2.2,0,2017/7/15 14:28
krazyface,男,狮子座,5059,16336,433,5.5,0,2017/6/7 16:00
bluevswhite,女,巨蟹座,9158,505,664,3.4,0,2018/1/24 22:00
znatpku,男,摩羯座,2123,102,581,2.8,0,2017/11/2 21:06
readline,男,狮子座,1990,27,480,2.4,0,2018/1/24 18:44
malasong,女,牡羊座,1810,494,230,3.4,0,2016/11/16 21:56
jasonaaa,保密,保密,2,0,25,0,0,2018/1/21 8:31
zlw,女,牡羊座,304,6,107,1,0,2018/1/12 20:53
clayclinton,男,狮子座,53,20,109,0.5,0,2018/1/14 12:23
darksmith,男,射手座,1331,451,999,6.4,0,2016/12/14 19:50
skyshine,男,射手座,571,0,622,2,0,2017/12/13 13:01
iblue,保密,保密,36,3,105,0.5,0,2018/1/10 17:11
candycc,女,双鱼座,17,14,117,0.7,0,2018/1/22 12:09
highway,女,水瓶座,2573,348,532,3.2,0,2017/9/15 11:20
Octavian,男,双鱼座,1,0,25,0,0,2018/1/21 8:33
longxiang,男,天秤座,19,0,112,0.7,0,2018/1/17 18:54
Sicily,保密,保密,9,0,110,0,0,2018/1/16 10:03
listorm,女,摩羯座,37,13,50,0.9,0,2017/11/16 22:22
Calviiin,男,金牛座,316,29,48,2.4,0,2016/6/23 12:59
liurm,男,巨蟹座,695,71,419,2.6,0,2017/11/26 19:23
pekoxfley,男,巨蟹座,856,63,643,2.6,0,2018/1/3 21:28
pkussecho,男,天秤座,11,1,116,0,0,2018/1/22 11:06
mindwanderer,女,牡羊座,559,146,431,2.9,0,2017/6/5 21:47
SpringC,女,牡羊座,216,9,652,2.1,0,2018/1/12 22:34
sxsykid,女,狮子座,679,8,652,2.1,0,2018/1/12 15:26
zhangbinlu,男,牡羊座,217,3,119,1.8,0,2018/1/24 17:47
rayila,女,狮子座,6,0,104,0,0,2018/1/9 21:20
zby,男,牡羊座,240,162,999,5.9,0,2003/4/13 11:35
laobai,男,摩羯座,148,0,109,0.8,0,2018/1/14 13:37
FireBrother,男,牡羊座,2767,11,581,2.2,0,2018/1/24 22:52
wilber,男,牡羊座,2200,91,664,2.7,0,2018/1/25 10:16
qumn,男,处女座,222,12,530,2.2,0,2017/9/13 10:55
kevinsky,男,天蝎座,4654,43,302,2.5,0,2017/1/28 11:23
chenyiwene,女,双子座,397,12,508,2.2,0,2017/12/11 22:37
spyyes,女,双子座,218,17,118,1.9,0,2018/1/24 6:00
Oliviakar,女,摩羯座,7,5,89,0.1,0,2017/12/26 9:26
supercat,女,摩羯座,1225,256,366,3.1,0,2017/4/1 20:47
flamefox,男,巨蟹座,7000,13574,664,5.4,7,2018/1/25 11:09
cpany,男,牡羊座,85,3,118,0.3,0,2018/1/23 21:50
matple,保密,保密,81,2,117,0.2,0,2018/1/22 17:53
fayeahh,男,金牛座,881,31,528,2.4,0,2017/12/10 11:35
Fallen,男,摩羯座,6805,17632,249,5.6,2,2016/12/6 6:16
sunran,女,天蝎座,29,0,113,0.1,0,2018/1/18 13:26
jec,男,处女座,2588,40,364,1.6,0,2018/1/25 9:23
yangshuran,保密,狮子座,371,19,118,2,0,2018/1/23 13:47
joypku,女,摩羯座,248,18,415,2.3,0,2017/5/20 16:38
aaallen,男,摩羯座,453,102,202,2.8,0,2016/10/20 10:54
cleveland,男,射手座,478,78,372,2.7,0,2017/4/7 21:48
bazingar,男,保密,119,13,425,2.2,0,2017/12/22 14:13
gaoxy,保密,保密,922,16,462,2.2,0,2018/1/24 13:22
alekcen,男,巨蟹座,7,0,105,0,0,2018/1/11 8:19
hehy,男,天蝎座,246,39,267,2.5,0,2016/12/23 18:35
songkunming,男,双子座,255,39,661,2.5,0,2018/1/22 10:32
dolphinld,保密,天蝎座,1915,549,442,3.5,0,2017/6/16 15:32
hbhslsr,男,天秤座,277,45,566,2.5,1,2017/10/18 16:24
Hermes,男,双鱼座,11,0,111,0,0,2018/1/16 19:35
wuzhengd,男,天蝎座,209,10,118,1.7,0,2018/1/23 23:21
xinmingyue,保密,双子座,19,0,15,0.1,0,2018/1/11 7:56
shuangdian,男,金牛座,834,1724,507,4,0,2017/8/20 11:57
jiajilong,男,双子座,38,0,69,0.5,0,2017/12/5 22:38
Alexlyn,女,狮子座,46,3,77,0.8,0,2017/12/13 22:52
and,男,牡羊座,4,0,21,0,0,2018/1/17 8:32
lhkevin,男,双鱼座,1030,11,583,2.2,0,2018/1/23 8:37
Tahafut,男,金牛座,196,7,309,2.1,0,2017/2/3 17:58
Skywalker,男,摩羯座,276,19,575,2.3,0,2017/10/27 14:07
JJpray,女,双鱼座,330,174,446,3,0,2017/6/21 11:21
cwy,男,摩羯座,2,0,15,0,0,2018/1/11 7:32
angbirds,男,双子座,90,0,119,0.6,0,2018/1/24 14:18
minghuifan,男,牡羊座,8,0,37,0.2,0,2017/11/4 9:48
Butadiene,男,双鱼座,309,33,112,2.1,0,2018/1/18 2:06
GGYYTT,女,金牛座,353,3,112,1.8,0,2018/1/18 10:13
eaglerina,女,狮子座,2,0,26,0,0,2018/1/22 7:43
observerbb,女,水瓶座,5,0,77,0.1,0,2017/12/14 10:07
going,女,狮子座,483,0,431,2,0,2017/12/21 17:07
hellohello,男,摩羯座,6,0,23,0,0,2018/1/18 12:38
estherli,女,双鱼座,177,1,449,2,0,2018/1/22 17:24
Jack,男,巨蟹座,44,0,111,0.2,0,2018/1/17 11:13
pkuswli,保密,金牛座,756,52,381,2.5,0,2017/4/17 10:37
kiss,保密,金牛座,4715,1186,658,3.8,0,2018/1/19 10:30
hungry,保密,保密,48,1,109,0.5,0,2018/1/15 8:18
yueryuana,女,水瓶座,621,90,626,2.7,0,2017/12/17 18:47
