35,Samuelspirit,男,牡羊座,1356,287,509,3.2,0,2017-08-25 11:30:39,user,NA
36,loam,男,射手座,6213,4334,999,7.6,0,2016-06-20 22:50:53,user,NA
37,pkugongshz,男,摩羯座,1709,35,356,2.1,0,2018-01-18 19:33:54,user,NA
38,xywang,男,保密,168,1,108,0.5,0,2018-01-15 21:52:34,user,NA
39,plusqingfeng,男,保密,56,1,116,0.5,0,2018-01-23 19:35:57,user,NA
40,blueonskies,男,双鱼座,1637,130,658,2.8,0,2018-01-21 11:49:30,user,NA
41,condor,男,巨蟹座,1645,150,605,2.9,0,2017-11-28 12:39:41,user,NA
42,mrcola,男,射手座,1656,103,664,2.8,3,2018-01-27 09:34:48,user,NA
43,Yositsune,男,狮子座,258,90,304,2.7,0,2017-02-01 03:00:40,user,NA
44,chally,女,巨蟹座,737,66,592,2.6,1,2017-11-15 16:20:42,user,NA
45,maths,男,金牛座,1253,4942,546,4.7,1,2017-09-30 12:56:16,user,NA
46,makior,女,双子座,198,7,73,0.8,0,2017-12-11 18:41:39,user,NA
47,shiness,男,巨蟹座,2310,634,663,3.5,0,2018-01-25 22:05:30,user,NA
48,foolday,男,摩羯座,1166,70,634,2.6,0,2017-12-27 15:17:06,user,NA
49,tangdd,女,摩羯座,1856,142,119,2.0,0,2018-01-27 00:05:02,user,NA
50,shineclover,女,天秤座,2960,58,664,2.6,0,2018-01-26 22:44:05,user,NA
51,suisan,女,保密,10,2,105,0.2,0,2018-01-12 21:46:30,user,NA
52,HowardZheng,男,天蝎座,2015,70,618,2.6,0,2017-12-11 20:28:47,user,NA
53,zhangying,女,摩羯座,768,84,256,2.7,0,2016-12-14 20:48:45,user,NA
54,llnllpku,男,金牛座,340,57,118,2.5,0,2018-01-25 17:54:51,user,NA
55,zlheng,男,保密,4,0,59,0.1,0,2017-11-28 10:11:28,user,NA
56,wps,男,处女座,724,42,659,2.5,0,2018-01-21 13:55:55,user,NA
57,qu,女,狮子座,486,27,439,2.4,0,2018-01-25 20:07:34,user,NA
58,roppo,男,保密,2516,378,394,3.3,0,2018-01-26 18:30:34,user,NA
59,nowhereman,男,射手座,1463,597,649,3.5,0,2018-01-11 19:28:54,user,NA
60,witten,男,保密,18,1,60,0.4,0,2017-11-29 00:16:55,user,NA
61,qieyt,保密,保密,3,0,4,0.0,0,2018-01-02 08:10:21,user,NA
62,liuchuli,男,保密,308,0,29,0.3,0,2018-01-27 06:33:40,user,NA
63,WZabc,男,双鱼座,3,0,10,0.0,0,2018-01-08 11:13:47,user,NA
64,yinpingmao,女,水瓶座,188,8,119,0.2,0,2018-01-26 22:33:09,user,NA
65,smyloveyj,女,双鱼座,129,17,243,2.3,0,2017-08-10 16:16:39,user,NA
66,motianlun,男,摩羯座,64,3,20,0.8,0,2017-10-20 09:30:11,user,NA
67,yuner,女,天蝎座,4,0,25,0.1,0,2017-10-24 12:37:25,user,NA
68,andyzerm,男,牡羊座,373,0,347,2.0,0,2017-09-19 23:52:21,user,NA
69,SydneyD,女,水瓶座,16,0,25,0.0,0,2018-01-22 17:30:16,user,NA
70,LouisTNS,男,射手座,156,25,109,1.0,0,2018-01-17 10:57:40,user,NA
71,kyleleung,保密,保密,3976,215,364,2.8,0,2018-01-27 10:37:41,user,NA
72,yanqidi,男,双子座,2481,161,664,2.9,0,2018-01-26 13:44:31,user,NA
73,ceciliaqq,女,摩羯座,1360,11847,999,8.3,0,2005-07-04 01:34:53,user,NA
74,shizhi,男,双鱼座,2134,566,292,3.5,0,2017-01-19 13:42:49,user,NA
75,Apointedhead,男,天秤座,1699,1,664,2.0,0,2018-01-26 20:03:54,user,NA
76,weizj,男,摩羯座,2365,243,592,3.1,0,2017-11-15 14:42:08,user,NA
77,livialyric,女,双鱼座,2137,784,256,3.6,0,2016-12-14 20:48:46,user,NA
78,jiangzhinan,保密,保密,4,0,10,0.2,0,2017-10-10 08:15:11,user,NA
79,Softdrop,男,牡羊座,832,149,282,2.9,0,2017-01-09 18:34:13,user,NA
80,DanteG,男,摩羯座,8,0,114,0.0,0,2018-01-21 22:20:02,user,NA
81,MGlory,男,天秤座,107,11,116,0.3,0,2018-01-23 14:15:29,user,NA
82,wancanvc,男,水瓶座,3,0,24,0.0,0,2018-01-22 05:25:30,user,NA
83,eileen,女,射手座,269,8,114,2.0,0,2018-01-21 19:55:27,user,NA
84,fortuna,男,金牛座,806,158,256,2.9,0,2016-12-14 14:18:27,user,NA
85,shanshan,男,保密,3871,1419,536,3.9,0,2017-09-20 12:24:49,user,NA
86,Wulideng,保密,保密,6,0,92,0.1,0,2017-12-31 09:29:34,user,NA
87,xpjeecs,男,牡羊座,88,0,391,2.0,0,2017-09-25 20:30:26,user,NA
88,qmkkx,女,天秤座,11,0,57,0.1,0,2017-11-25 23:22:38,user,NA
89,carmen,女,天蝎座,65,16,113,1.7,0,2018-01-20 16:53:22,user,NA
90,BubbleFish,女,摩羯座,105,19,88,0.8,0,2017-12-26 16:37:36,user,NA
91,arm,保密,天蝎座,3502,25441,999,8.8,0,2002-12-31 13:51:00,版务,NA
92,littlefisher,女,双子座,4944,23830,999,8.8,0,2007-08-15 03:09:54,user,NA
93,tykswtr,男,射手座,80,0,200,2.0,0,2016-10-20 05:39:58,user,NA
94,jasondai,男,摩羯座,1975,238,402,3.1,0,2017-05-10 02:06:57,user,NA
95,doujiao,女,双鱼座,1088,914,148,3.7,4,2016-08-29 00:25:05,user,NA
96,Cynosure,保密,水瓶座,720,984,429,3.7,0,2017-06-06 08:31:21,user,NA
97,widerklage,男,双鱼座,873,21,455,2.3,0,2018-01-25 00:01:30,user,NA
98,youyouchuq,女,水瓶座,24,2,117,0.2,0,2018-01-25 01:10:41,user,NA
99,fangkou,女,双子座,951,53,307,2.5,0,2017-02-04 10:16:22,user,NA
100,DB,女,摩羯座,2160,295,211,3.2,0,2016-10-31 10:39:59,user,NA
101,xonglin,男,天蝎座,82,0,112,0.7,0,2018-01-19 23:51:19,user,NA
102,gxfeng,男,天秤座,1244,142,602,2.9,0,2017-11-26 11:21:42,user,NA
103,pkuoo,男,摩羯座,973,55,447,2.6,0,2018-01-25 16:20:12,user,NA
104,rout,男,天蝎座,133,135,152,2.9,0,2016-09-02 08:21:36,user,NA
105,Garyyy,男,保密,13,19,80,0.4,0,2017-12-18 20:12:02,user,NA
106,truthspy,保密,摩羯座,4351,60,644,2.6,0,2018-01-07 03:34:06,user,NA
107,lightspeed,保密,保密,1722,2753,999,7.3,0,2004-12-31 12:47:05,user,NA
108,chenhao,男,处女座,4121,5235,999,7.7,0,2003-04-17 03:26:43,user,NA
109,dtbs,男,天蝎座,1274,10,478,2.2,0,2018-01-26 09:04:36,user,NA
110,msfwl,女,牡羊座,6,0,66,0.1,0,2017-12-04 20:48:52,user,NA
111,liuxinyue,女,天秤座,205,1,348,2.0,0,2017-10-25 16:08:35,user,NA
112,yuzho,保密,保密,515,0,29,0.5,0,2018-01-27 06:18:04,user,NA
113,Jaynes,男,摩羯座,3,0,6,0.0,0,2018-01-04 08:48:59,user,NA
114,limochen,男,天秤座,237,1,378,2.0,0,2017-10-29 15:39:35,user,NA
115,ShirleyW,女,巨蟹座,5,0,100,0.1,0,2018-01-08 00:18:49,user,NA
116,myf,女,摩羯座,543,47,256,2.5,0,2016-12-14 20:48:47,user,NA
117,glorydragon,男,狮子座,1809,141,343,2.9,0,2017-03-11 20:58:27,user,NA
118,hahalili,女,水瓶座,174,2,119,1.1,0,2018-01-26 22:56:06,user,NA
119,Heartjia,女,保密,16,1,88,0.2,0,2017-12-27 09:24:21,user,NA
120,seike,女,保密,712,0,322,0.8,0,2017-12-16 09:19:44,user,NA
121,petergreen,男,狮子座,340,171,394,2.9,0,2017-06-16 21:30:34,user,NA
122,yumico,女,金牛座,1842,149,363,2.4,0,2018-01-25 22:44:13,user,NA
123,cindydear,保密,保密,63,29,117,0.5,0,2018-01-25 10:26:30,user,NA
124,heimao,保密,水瓶座,3569,9764,291,5.1,0,2017-01-18 23:06:26,user,NA
125,gongzi,男,处女座,114,22,101,2.0,0,2018-01-08 21:04:08,user,NA
126,zhaoanl,男,射手座,69,0,119,0.1,0,2018-01-26 19:10:02,user,NA
127,tianzhiyi,男,天蝎座,2892,240,664,3.1,0,2018-01-27 11:17:42,user,NA
128,DLZX,男,狮子座,1039,156,629,2.9,0,2018-01-18 18:23:08,user,1
129,wqq,男,摩羯座,489,98,242,2.7,0,2016-11-30 16:40:05,user,NA
130,golddust,女,天秤座,2842,4969,522,4.7,0,2017-09-06 17:36:54,user,NA
131,zzboss,男,射手座,2,4,27,0.0,0,2018-01-25 09:20:16,user,NA
132,Satan,男,射手座,3372,3215,634,4.4,0,2017-12-28 11:29:14,user,NA
133,rosalina,女,巨蟹座,4,0,53,0.1,0,2017-11-22 10:44:54,user,NA
134,AkiraSendoh,保密,保密,225,0,32,2.0,0,2016-05-04 15:07:55,user,NA
135,littleredxh,男,天蝎座,4,0,61,0.1,0,2017-11-29 15:05:20,user,NA
136,jj,保密,保密,4198,4881,398,4.7,0,2017-05-05 15:38:03,user,NA
137,chenchang,女,狮子座,32,2,116,1.3,0,2018-01-23 21:40:38,user,NA
138,God,保密,摩羯座,246,105,118,2.8,0,2016-07-29 15:15:09,user,NA
139,ceciliacx,女,牡羊座,222,11,487,2.2,0,2017-09-06 18:39:42,user,NA
140,pengjiamu,男,狮子座,1258,128,195,2.8,0,2016-10-14 19:41:40,user,NA
141,lqyluck,女,处女座,592,5,4,2.0,0,2016-06-30 15:11:19,user,NA
142,Gaoqiaochu,保密,保密,339,2,93,1.8,0,2017-12-31 15:49:54,user,NA
143,ACMilan,男,天蝎座,2711,8997,207,5.1,0,2016-10-27 09:57:06,版务,NA
144,zhiyuanlou,男,摩羯座,123,9,583,2.1,0,2017-11-06 14:51:49,user,NA
145,RuiniLan,保密,保密,6,0,90,0.1,0,2017-12-29 11:12:29,user,NA
146,WKYD,女,摩羯座,2758,5109,94,4.7,0,2016-07-05 22:57:04,user,NA
147,Anasting,女,天蝎座,2855,117,664,2.8,0,2018-01-27 10:51:25,user,NA
148,Hammy,男,射手座,33,0,8,1.2,0,2017-10-07 13:02:19,user,NA
149,happymio,女,射手座,1662,12,364,1.9,0,2018-01-27 12:23:54,user,NA
150,Star,男,保密,1222,1,609,2.0,0,2017-12-02 23:23:29,user,NA
151,Anita,女,狮子座,719,608,543,3.5,0,2017-09-27 22:17:26,user,NA
152,ladyw,女,处女座,206,50,346,2.5,0,2017-03-14 22:23:19,user,NA
153,cowww,男,巨蟹座,1629,1006,417,3.8,0,2017-05-25 07:41:01,user,NA
154,binlorodevia,男,射手座,1697,48,384,2.5,0,2018-01-26 18:45:19,user,NA
155,aaaaa,男,处女座,2,0,25,0.0,0,2018-01-23 09:25:41,user,NA
156,wanglihao,男,保密,10,0,102,0.0,0,2018-01-10 08:11:34,user,NA
157,Zhangqingda,男,摩羯座,69,0,29,0.0,0,2018-01-26 22:04:57,user,NA
158,qinghuangxp,女,巨蟹座,210,2,497,2.0,0,2017-12-28 17:32:26,user,NA
159,kampf,男,金牛座,87,0,158,2.0,0,2016-09-07 13:34:51,user,NA
160,hnldxwj,男,金牛座,2289,84,364,2.5,0,2018-01-27 11:36:08,user,NA
161,wangbitao,男,摩羯座,525,1,342,1.6,0,2018-01-04 20:46:32,user,NA
162,mingjingyue,男,摩羯座,340,124,461,2.8,0,2018-01-25 20:25:54,user,NA
163,kouzh,男,保密,4702,13295,999,8.4,0,2010-06-02 14:57:13,版务,NA
164,abnerarcher,保密,双鱼座,7,2,84,0.1,0,2017-12-23 11:10:53,user,NA
165,hyzhang,男,摩羯座,702,9,462,2.1,0,2018-01-25 15:07:13,user,NA
166,Manda,保密,保密,9,3,85,0.3,0,2017-12-23 19:53:40,user,NA
167,huanfeng,男,双鱼座,19,0,115,0.1,0,2018-01-23 09:18:37,user,NA
168,melissa,保密,双子座,2,0,26,0.0,0,2018-01-24 08:37:16,user,NA
169,panwl,男,双鱼座,4102,249,580,3.1,0,2017-11-03 13:15:09,user,NA
170,xinwen,女,摩羯座,770,138,523,2.9,0,2017-09-07 16:11:51,user,NA
171,botong,男,摩羯座,664,46,221,2.5,0,2017-07-16 23:40:10,user,NA
172,thymus,男,射手座,1535,5,474,2.0,0,2018-01-27 09:52:28,user,NA
173,Daisyxxx,女,巨蟹座,861,35,363,2.1,0,2018-01-26 11:06:42,user,NA
174,lilac,女,天蝎座,463,1980,999,7.1,0,2004-04-26 08:55:14,user,NA
175,lampre,男,狮子座,2,0,5,0.0,0,2018-01-03 09:18:52,user,NA
176,zhangxin,男,保密,1800,28,443,2.4,0,2018-01-18 14:37:55,user,NA
177,YolaLiu,女,保密,3,1,4,0.0,0,2018-01-02 11:48:18,user,NA
178,bdzhangnan,女,天秤座,98,23,579,2.3,0,2017-11-03 10:33:04,user,NA
179,holidaygl,女,射手座,1264,17,532,2.3,0,2018-01-24 23:13:51,user,NA
180,Seasault,女,水瓶座,5,0,30,0.4,0,2017-10-29 23:02:08,user,NA
181,qsd,男,双子座,979,33,364,2.0,0,2018-01-26 23:20:47,user,NA
182,MrSimon,男,摩羯座,3198,4,664,2.0,0,2018-01-26 17:51:38,user,NA
183,Socrates,男,摩羯座,3728,1439,627,3.9,0,2017-12-21 09:14:15,user,NA
184,Wychfield,男,金牛座,6,0,102,0.0,0,2018-01-10 05:28:23,user,NA
185,shuyun,男,狮子座,772,34,390,2.4,0,2017-04-28 04:30:52,user,NA
186,wildlife,保密,保密,25,3,49,0.5,0,2017-11-18 00:17:23,user,NA
187,Juta,保密,保密,241,0,119,1.1,0,2018-01-27 11:26:42,user,NA
188,Kyon,男,射手座,1590,32713,639,6.0,2,2018-01-01 23:05:53,user,NA
189,sdyfe,男,射手座,539,36,361,1.9,0,2018-01-23 20:37:30,user,NA
190,cnf,女,巨蟹座,583,81,178,2.7,0,2016-10-14 16:10:27,user,NA
191,KITT,保密,保密,2914,2075,526,4.2,0,2017-09-11 08:03:45,user,NA
192,aranzhang,男,天秤座,486,129,458,2.8,0,2018-01-27 09:18:36,user,NA
193,Mervinlei,男,天蝎座,51,0,97,0.3,0,2018-01-05 11:47:31,user,NA
194,alaala,女,巨蟹座,6,6,100,0.2,0,2018-01-07 13:25:16,user,NA
195,machinebeats,保密,保密,203,4,364,0.1,0,2018-01-27 06:23:30,user,NA
196,junoyang,保密,牡羊座,4,0,96,0.0,0,2018-01-03 14:45:47,user,NA
197,gracesuccess,女,双子座,65,10,117,0.7,0,2018-01-25 11:07:02,user,NA
198,annabelp,女,牡羊座,1670,2767,403,4.3,9,2018-01-26 10:22:11,user,NA
199,yangzhenren,男,射手座,623,165,360,2.9,0,2017-03-28 17:26:42,user,NA
200,brilliant,女,双鱼座,13,0,46,0.3,0,2017-11-14 21:02:56,user,NA
201,leomao,男,狮子座,107,0,87,0.1,0,2017-12-26 09:00:26,user,NA
202,Jongh,女,巨蟹座,133,38,100,1.5,0,2018-01-08 11:57:58,user,NA
203,ganen,男,天秤座,88,21,119,0.4,0,2018-01-26 12:47:12,user,NA
204,Eddie,保密,保密,1720,67,364,2.4,0,2018-01-27 11:27:44,user,NA
205,quatre,保密,保密,2,0,17,0.0,0,2018-01-15 06:16:45,user,NA
206,jerrywong,男,双子座,16,9,97,0.2,0,2018-01-05 08:48:54,user,NA
207,sanmensanshi,男,双鱼座,169,0,115,0.5,0,2018-01-23 00:23:07,user,NA
208,dawndusk,男,处女座,241,0,108,1.7,0,2018-01-15 15:12:30,user,NA
209,blossomblue,男,摩羯座,2287,187,656,3.0,0,2018-01-18 17:26:19,user,NA
210,fxx,保密,保密,97,30,104,1.0,0,2018-01-11 21:42:16,user,NA
211,shenkj,男,双子座,290,2,112,1.5,0,2018-01-20 10:17:53,user,NA
212,IA,保密,天秤座,11122,10620,660,5.2,0,2018-01-22 12:47:03,user,NA
213,funnyprayer,男,金牛座,4,0,44,0.1,0,2017-11-12 14:25:57,user,NA
214,curtain,男,摩羯座,568,33,118,2.3,0,2018-01-26 10:30:16,user,NA
215,hmzx,女,保密,1390,104,453,2.8,0,2018-01-15 22:39:48,user,NA
216,psycheZ,保密,保密,966,95,116,1.8,0,2018-01-24 08:48:45,user,NA
217,Alinayao,女,巨蟹座,21,0,112,0.1,0,2018-01-20 00:46:22,user,NA
218,zalex,保密,保密,247,6,119,1.0,0,2018-01-26 23:01:58,user,NA
219,aprilstory,保密,射手座,11691,5897,200,4.8,2,2016-10-19 16:08:44,版务,NA
220,Oilily,女,天秤座,98,10,107,0.7,0,2018-01-15 12:24:30,user,NA
221,kzw,保密,保密,76,1,105,1.0,0,2018-01-13 10:01:23,user,NA
222,Borisqi,男,双鱼座,4,1,106,0.0,0,2018-01-14 09:52:42,user,NA
223,yaogogo,女,射手座,2293,107,404,2.8,0,2018-01-27 09:49:15,user,NA
224,Pato,男,金牛座,1659,315,541,3.2,0,2017-09-26 09:43:47,user,NA
225,XuBing,女,处女座,3,0,22,0.0,0,2018-01-20 08:11:31,user,NA
226,qwertyuio,男,金牛座,75,0,20,0.1,0,2018-01-18 08:31:50,user,NA
227,FlorenceZ,女,金牛座,3,0,11,0.0,0,2018-01-09 09:39:33,user,NA
228,cm,男,巨蟹座,232,6,108,1.1,0,2018-01-15 16:32:17,user,NA
229,pkudazongzi,男,摩羯座,148,1,118,0.7,0,2018-01-26 05:50:11,user,NA
230,George,男,射手座,3100,1242,433,3.9,0,2017-06-09 13:24:05,user,NA
231,wugongqingq,男,双鱼座,900,149,365,2.9,0,2018-01-27 10:15:17,user,NA
232,yangzeku,男,天蝎座,491,11,653,2.2,0,2018-01-15 20:31:27,user,NA
233,iual,男,保密,887,2,363,1.2,0,2018-01-26 10:07:03,user,NA
234,TiSaluto,女,处女座,426,64,417,2.6,0,2017-05-24 21:37:09,user,NA
235,hiegg,女,牡羊座,54,6,115,0.4,0,2018-01-22 12:28:57,user,NA
236,wyz,保密,保密,4,0,19,0.0,0,2018-01-16 20:54:21,user,NA
237,huakai,女,射手座,813,16,331,2.2,0,2017-02-27 15:49:53,user,NA
238,shjpku,男,保密,1543,1682,509,4.0,0,2018-01-26 15:44:02,user,NA
239,shaoyixian,男,狮子座,7,0,26,0.1,0,2017-10-26 09:00:26,user,NA
240,pipidad,男,保密,2,0,12,0.0,0,2018-01-10 07:56:43,user,NA
241,biubiubiu,女,天蝎座,195,7,124,2.1,0,2016-09-19 13:44:19,user,NA
242,freecy,男,保密,7449,38402,999,9.2,0,2009-12-28 12:48:43,版务,NA
243,Assassinnnnn,保密,保密,105,2,118,0.1,0,2018-01-26 12:13:44,user,NA
244,jiangqanru,女,天秤座,649,4,453,2.0,0,2017-12-10 15:58:06,user,NA
245,APTXhy,男,保密,26,2,112,0.3,0,2018-01-20 10:07:45,user,NA
246,sofarsogood,女,天蝎座,663,40,554,2.5,0,2017-10-09 10:55:29,user,NA
247,tongjingming,男,天蝎座,487,240,279,3.1,0,2017-01-06 21:32:50,user,NA
248,marble,女,摩羯座,275,3,72,1.6,0,2017-12-10 16:56:01,user,NA
249,lovepku,保密,保密,425,538,999,6.4,0,2009-01-26 09:56:46,user,NA
250,kathyy,女,金牛座,1321,33,453,2.4,0,2017-06-30 12:08:46,user,NA
251,chnlkw,男,天蝎座,53,2,118,0.0,0,2018-01-25 20:14:31,user,NA
252,Liyun,女,双鱼座,3283,644,403,3.5,0,2018-01-27 11:35:36,user,NA
253,princejs,女,天秤座,2485,321,258,3.2,0,2016-12-16 15:05:53,user,NA
254,muzi,女,天秤座,29,2,999,5.0,0,2016-12-15 13:04:47,user,NA
255,pkuwz,男,射手座,1165,38,433,2.4,0,2018-01-11 12:02:03,user,NA
256,didiaozuoren,男,巨蟹座,16,5,27,0.5,0,2017-10-26 21:56:23,user,NA
257,yexiaoya,男,摩羯座,1872,548,162,3.5,0,2016-09-12 00:51:30,user,NA
258,yeahcheng,女,牡羊座,1587,220,164,3.0,0,2016-09-14 00:06:46,user,NA
259,sysiphus,保密,保密,3,0,19,0.0,0,2018-01-17 08:25:48,user,NA
260,total,男,巨蟹座,512,424,298,3.3,0,2017-03-12 09:08:29,user,NA
261,cjkwydzyj,女,天秤座,55,11,103,1.2,0,2018-01-11 00:26:26,user,NA
262,lxdccyy,男,金牛座,118,3,118,2.0,0,2016-07-29 16:22:52,user,NA
263,smallgyro,男,金牛座,458,683,505,3.6,1,2017-09-21 22:18:36,user,NA
264,tenpercent,男,天蝎座,1312,12,648,2.2,0,2018-01-10 23:10:01,user,NA
265,pkuzp,保密,射手座,2,0,25,0.0,0,2018-01-23 09:36:05,user,NA
266,Bug,保密,保密,3637,4078,999,7.6,0,2011-10-15 23:58:18,user,NA
267,darall,女,天秤座,539,204,664,3.0,0,2018-01-26 15:36:01,user,NA
268,Exception,男,保密,313,213,110,1.4,0,2018-01-18 04:08:56,user,NA
269,tonyking,男,保密,169,17,119,0.5,0,2018-01-27 11:27:53,user,NA
270,dushang,女,保密,9,0,89,0.3,0,2017-12-28 09:45:55,user,NA
271,wmxmichael,男,射手座,238,44,572,2.5,0,2017-10-26 19:03:29,user,NA
272,zilentor,男,双鱼座,211,85,95,2.7,0,2016-07-06 21:29:26,user,NA
273,lvbeibei,保密,保密,1,0,4,0.0,0,2018-01-02 08:22:46,user,NA
274,meizhen,女,处女座,42,0,83,1.3,0,2017-12-21 23:04:45,user,NA
275,shangguan,男,射手座,2,0,3,0.0,0,2018-01-01 08:58:41,user,NA
276,pathwell,男,巨蟹座,2979,2013,222,4.1,1,2016-11-11 04:55:14,user,NA
277,tianyu,男,天秤座,219,2,119,0.4,0,2018-01-27 09:34:11,user,NA
278,chyb,女,双鱼座,618,41,256,2.5,0,2016-12-14 20:49:11,user,NA
279,sailxu,男,射手座,2593,26,364,2.2,0,2018-01-27 11:21:08,user,NA
280,VIVA,男,天秤座,27,0,119,0.0,0,2018-01-27 10:28:34,user,NA
281,TT,保密,摩羯座,60,8,474,2.1,0,2017-09-02 23:08:32,版务,NA
282,OS,男,天蝎座,1551,486,327,3.4,1,2017-02-24 08:47:46,user,NA
283,lehn,女,双子座,86,6,433,2.1,0,2018-01-10 15:25:47,user,NA
284,phoenix,保密,水瓶座,1009,337,222,3.2,0,2016-11-10 13:10:05,user,NA
285,jadky,男,牡羊座,530,48,66,2.5,0,2016-06-08 00:39:02,user,NA
286,yanghe,男,摩羯座,3462,772,652,3.6,0,2018-01-14 17:02:41,user,NA
287,sch,女,双鱼座,514,123,395,2.8,0,2017-05-03 09:40:35,user,NA
288,vermouthma,女,水瓶座,131,7,249,2.1,0,2017-03-13 22:22:48,user,NA
289,xuming,女,水瓶座,1083,228,620,3.1,1,2017-12-13 18:50:29,user,NA
290,notprincess,保密,金牛座,75,2,101,0.2,0,2018-01-08 21:54:59,user,NA
291,waves,男,保密,1042,8,584,2.1,0,2017-11-07 17:41:47,user,NA
292,jia,女,水瓶座,101,0,101,0.2,0,2018-01-08 17:12:00,user,NA
293,antique,男,射手座,1298,25,586,2.3,0,2017-11-09 16:28:16,user,NA
294,gc,保密,金牛座,131,196,526,3.0,0,2017-09-10 18:10:06,user,NA
295,kanfeng,男,保密,1,0,21,0.0,0,2018-01-19 08:34:12,user,NA
296,Fwd,男,保密,81,20,114,0.5,0,2018-01-22 10:31:56,user,NA
297,Graceup,女,双子座,8,2,74,0.2,0,2017-12-12 16:29:58,user,NA
298,dendis,女,牡羊座,3483,364,177,3.3,0,2016-09-26 16:07:55,user,NA
299,sp,保密,处女座,94,332,297,3.2,0,2017-01-24 19:43:02,user,NA
300,Sour,男,保密,43,0,116,0.1,0,2018-01-24 07:51:07,user,NA
301,bpdszxpddks,保密,保密,461,23,330,2.3,0,2017-02-26 23:43:54,user,NA
302,aprileesen,女,牡羊座,2,0,26,0.0,0,2018-01-24 09:00:45,user,NA
303,SD,男,天蝎座,1401,796,653,3.6,0,2018-01-15 14:56:34,user,NA
304,guaiguai,男,双鱼座,6539,216,664,3.0,0,2018-01-26 23:20:05,user,NA
305,churapika,男,天蝎座,1485,823,274,3.6,0,2017-01-01 21:04:01,user,NA
306,spartkle,男,天蝎座,63,25,274,2.3,0,2017-04-06 12:30:13,user,NA
307,JadeZ,女,金牛座,84,1,78,0.6,0,2017-12-16 18:01:29,user,NA
308,Anagu,保密,保密,116,1,119,0.1,0,2018-01-27 02:47:48,user,NA
309,Goingla,女,金牛座,14,0,38,0.2,0,2017-11-06 17:41:58,user,NA
310,lahu,女,水瓶座,1010,555,647,3.5,0,2018-01-09 20:34:42,user,NA
311,biubiubiubiu,保密,保密,50,0,117,0.3,0,2018-01-24 15:36:27,user,NA
312,scl,男,牡羊座,1648,139,662,2.9,0,2018-01-25 11:45:18,user,NA
313,RenalLS,男,保密,1510,9,117,1.9,0,2018-01-25 11:49:58,user,NA
